"state_name","county_name","date","positive_pct","transmission_level"
"Kansas","Scott County",2022-03-26,6.25,"moderate"
"Missouri","Maries County",2022-03-26,0,"low"
"Missouri","Miller County",2022-03-26,2.04,"substantial"
"Michigan","Tuscola County",2022-03-26,3.78,"low"
"Indiana","Putnam County",2022-03-26,2.45,"moderate"
"Ohio","Pike County",2022-03-26,0.64,"moderate"
"Illinois","Kendall County",2022-03-26,3.08,"substantial"
"Wisconsin","Shawano County",2022-03-26,2.73,"moderate"
"North Dakota","Golden Valley County",2022-03-26,3.6294571536429,"low"
"Michigan","Wayne County",2022-03-26,1.99,"substantial"
"Nebraska","Box Butte County",2022-03-26,3.6294571536429,"high"
"Nebraska","Banner County",2022-03-26,3.6294571536429,"low"
"Ohio","Champaign County",2022-03-26,2.54,"moderate"
"Nebraska","Pierce County",2022-03-26,15.38,"high"
"Indiana","Marion County",2022-03-26,2.07,"low"
"Indiana","Dearborn County",2022-03-26,3.12,"moderate"
"Kansas","Comanche County",2022-03-26,3.6294571536429,"low"
"Indiana","Shelby County",2022-03-26,2.26,"moderate"
"Kansas","Lane County",2022-03-26,3.6294571536429,"low"
"Illinois","Putnam County",2022-03-26,1.72,"moderate"
"Missouri","Moniteau County",2022-03-26,0,"moderate"
"Kansas","Labette County",2022-03-26,0.9,"low"
"Nebraska","Johnson County",2022-03-26,3.6294571536429,"low"
"Ohio","Clark County",2022-03-26,1.12,"low"
"Michigan","Alger County",2022-03-26,2.94,"moderate"
"Illinois","DeKalb County",2022-03-26,1.99,"substantial"
"South Dakota","Roberts County",2022-03-26,0,"low"
"Missouri","Gasconade County",2022-03-26,4.96,"moderate"
"Ohio","Athens County",2022-03-26,1.19,"substantial"
"Indiana","Rush County",2022-03-26,1.15,"moderate"
"Missouri","Atchison County",2022-03-26,0,"low"
"Indiana","Johnson County",2022-03-26,1.96,"moderate"
"Indiana","Morgan County",2022-03-26,2.99,"moderate"
"Ohio","Ross County",2022-03-26,2.94,"moderate"
"Kansas","Russell County",2022-03-26,22.73,"high"
"Missouri","Osage County",2022-03-26,2.44,"moderate"
"Illinois","Livingston County",2022-03-26,0.72,"moderate"
"Ohio","Richland County",2022-03-26,1.68,"moderate"
"Illinois","Hamilton County",2022-03-26,3.23,"substantial"
"North Dakota","Pierce County",2022-03-26,0,"low"
"Ohio","Fairfield County",2022-03-26,3.64,"moderate"
"Kansas","Haskell County",2022-03-26,3.6294571536429,"low"
"Kansas","Clay County",2022-03-26,0,"low"
"Ohio","Hocking County",2022-03-26,9.43,"substantial"
"Michigan","Marquette County",2022-03-26,3.95,"moderate"
"Nebraska","Morrill County",2022-03-26,0,"low"
"Missouri","Cole County",2022-03-26,3.43,"moderate"
"Kansas","Woodson County",2022-03-26,0,"low"
"Wisconsin","Menominee County",2022-03-26,1.22,"low"
"Ohio","Vinton County",2022-03-26,1.52,"moderate"
"Nebraska","Antelope County",2022-03-26,3.6294571536429,"low"
"Minnesota","Martin County",2022-03-26,4.74,"moderate"
"Minnesota","Stevens County",2022-03-26,2.7,"moderate"
"Minnesota","Lyon County",2022-03-26,2.56,"moderate"
"Ohio","Scioto County",2022-03-26,1.84,"moderate"
"Michigan","Macomb County",2022-03-26,3.82,"substantial"
"Michigan","Delta County",2022-03-26,3.86,"low"
"Michigan","Saginaw County",2022-03-26,3.1,"moderate"
"Missouri","Livingston County",2022-03-26,5.66,"high"
"Kansas","Neosho County",2022-03-26,2.83,"moderate"
"North Dakota","Williams County",2022-03-26,1.72,"moderate"
"North Dakota","McKenzie County",2022-03-26,3.28,"moderate"
"Nebraska","Garden County",2022-03-26,3.6294571536429,"low"
"Wisconsin","Langlade County",2022-03-26,0.83,"moderate"
"Kansas","Allen County",2022-03-26,3.85,"low"
"Nebraska","Grant County",2022-03-26,3.6294571536429,""
"Kansas","Kiowa County",2022-03-26,0,"low"
"Illinois","Greene County",2022-03-26,2.83,"moderate"
"North Dakota","Dunn County",2022-03-26,0,"substantial"
"Kansas","Pratt County",2022-03-26,0,"low"
"Missouri","Holt County",2022-03-26,0,"moderate"
"Kansas","Finney County",2022-03-26,0,"low"
"Michigan","Ottawa County",2022-03-26,5.43,"moderate"
"Indiana","Ripley County",2022-03-26,2.98,"low"
"North Dakota","Billings County",2022-03-26,3.6294571536429,"low"
"Michigan","Livingston County",2022-03-26,3.8,"high"
"Illinois","Bureau County",2022-03-26,1.03,"moderate"
"North Dakota","Divide County",2022-03-26,3.6294571536429,"low"
"Minnesota","Douglas County",2022-03-26,3.12,"moderate"
"Illinois","Scott County",2022-03-26,2.38,"substantial"
"Illinois","White County",2022-03-26,0,"moderate"
"Indiana","Switzerland County",2022-03-26,2.86,"low"
"Nebraska","Stanton County",2022-03-26,3.6294571536429,"low"
"Minnesota","Mower County",2022-03-26,5.37,"substantial"
"Minnesota","Olmsted County",2022-03-26,8.17,"high"
"Kansas","Ness County",2022-03-26,0,"low"
"Minnesota","Winona County",2022-03-26,2.89,"moderate"
"South Dakota","Lawrence County",2022-03-26,1.75,"low"
"Minnesota","Dodge County",2022-03-26,3.57,"moderate"
"Minnesota","Fillmore County",2022-03-26,3.44,"high"
"Minnesota","Wabasha County",2022-03-26,3.69,"substantial"
"Minnesota","Steele County",2022-03-26,5.16,"substantial"
"Kansas","Lane County",2022-03-02,3.6294571536429,"low"
"Nebraska","Polk County",2022-03-04,3.6294571536429,"high"
"Nebraska","Sioux County",2022-03-23,3.6294571536429,""
"Nebraska","Hayes County",2022-03-23,3.6294571536429,"low"
"Nebraska","Polk County",2022-03-05,3.6294571536429,"low"
"Ohio","Medina County",2022-03-02,4.58,"substantial"
"Missouri","Howard County",2022-03-02,10.26,"high"
"Kansas","Osborne County",2022-03-02,25,"high"
"Michigan","Kalkaska County",2022-03-02,7.5,"substantial"
"Kansas","Ottawa County",2022-03-02,1.92,"low"
"Minnesota","Chisago County",2022-03-02,2.42,"substantial"
"North Dakota","Logan County",2022-03-02,2.86,"high"
"South Dakota","Aurora County",2022-03-02,16.67,"high"
"Wisconsin","Polk County",2022-03-02,10.46,"high"
"Ohio","Delaware County",2022-03-02,4.62,"substantial"
"Ohio","Muskingum County",2022-03-02,5.58,"substantial"
"Illinois","Christian County",2022-03-02,1.17,"high"
"North Dakota","McIntosh County",2022-03-02,3.6294571536429,"high"
"Indiana","Hendricks County",2022-03-02,5.84,"substantial"
"Ohio","Summit County",2022-03-02,3.35,"moderate"
"Missouri","Adair County",2022-03-02,2.73,"substantial"
"Ohio","Lake County",2022-03-02,2.85,"moderate"
"Nebraska","Dawes County",2022-03-02,3.6294571536429,"low"
"South Dakota","Oglala Lakota County",2022-03-02,3.6294571536429,"high"
"Indiana","Jefferson County",2022-03-02,7.03,"substantial"
"South Dakota","Buffalo County",2022-03-02,3.6294571536429,"low"
"Minnesota","Mower County",2022-03-02,6.77,"high"
"Ohio","Perry County",2022-03-02,8.56,"high"
"Ohio","Madison County",2022-03-02,2.84,"moderate"
"Michigan","Benzie County",2022-03-02,1.48,"substantial"
"Kansas","Wilson County",2022-03-02,5,"substantial"
"Illinois","Douglas County",2022-03-02,0.37,"substantial"
"Minnesota","Olmsted County",2022-03-02,6.92,"high"
"Illinois","Clark County",2022-03-02,2.13,"substantial"
"Kansas","Decatur County",2022-03-02,3.6294571536429,"low"
"Illinois","Clay County",2022-03-02,2.8,"high"
"Missouri","Sullivan County",2022-03-02,2.78,"moderate"
"Nebraska","Red Willow County",2022-03-02,12.5,"high"
"Ohio","Noble County",2022-03-02,5.82,"substantial"
"South Dakota","Lyman County",2022-03-02,0,"low"
"Indiana","Howard County",2022-03-02,4.86,"substantial"
"Indiana","Ohio County",2022-03-02,6.35,"substantial"
"Missouri","Carroll County",2022-03-02,13.68,"high"
"South Dakota","Sanborn County",2022-03-02,3.6294571536429,"moderate"
"Missouri","Scotland County",2022-03-02,7.14,"moderate"
"Michigan","Manistee County",2022-03-02,5.03,"high"
"Nebraska","Holt County",2022-03-02,12.5,"high"
"Ohio","Geauga County",2022-03-02,2.92,"moderate"
"Indiana","Clay County",2022-03-02,6.45,"moderate"
"Minnesota","Washington County",2022-03-02,4.36,"substantial"
"Michigan","Antrim County",2022-03-02,7.69,"substantial"
"Indiana","Putnam County",2022-03-02,10.75,"high"
"Illinois","Sangamon County",2022-03-02,2.22,"high"
"Minnesota","Winona County",2022-03-02,9.13,"high"
"Nebraska","Deuel County",2022-03-02,3.6294571536429,"high"
"Kansas","Linn County",2022-03-02,4.35,"moderate"
"North Dakota","Grant County",2022-03-02,0,"substantial"
"Nebraska","Cherry County",2022-03-02,11.11,"high"
"Kansas","Saline County",2022-03-02,7.11,"substantial"
"Illinois","Brown County",2022-03-02,0.51,"high"
"Minnesota","Ramsey County",2022-03-02,3.7,"high"
"Minnesota","Dakota County",2022-03-02,4.77,"high"
"Missouri","Boone County",2022-03-02,5.24,"substantial"
"Indiana","Marion County",2022-03-02,8.64,"substantial"
"Illinois","Richland County",2022-03-02,1.65,"moderate"
"Indiana","Perry County",2022-03-02,16.38,"high"
"Indiana","Dearborn County",2022-03-02,5.27,"substantial"
"Nebraska","Sheridan County",2022-03-02,3.6294571536429,"low"
"Indiana","Shelby County",2022-03-02,5.45,"substantial"
"Wisconsin","Manitowoc County",2022-03-02,4.71,"substantial"
"Minnesota","Isanti County",2022-03-02,4.66,"substantial"
"Ohio","Guernsey County",2022-03-02,4.76,"substantial"
"South Dakota","Charles Mix County",2022-03-02,2.86,"substantial"
"Nebraska","Keya Paha County",2022-03-02,3.6294571536429,""
"Illinois","Cass County",2022-03-02,2.76,"substantial"
"Ohio","Athens County",2022-03-02,3.51,"high"
"Illinois","Jasper County",2022-03-02,1.69,"substantial"
"Ohio","Fayette County",2022-03-02,4.68,"substantial"
"Michigan","Alpena County",2022-03-02,11.66,"high"
"Indiana","Rush County",2022-03-02,15.12,"high"
"Illinois","Cumberland County",2022-03-02,1.24,"moderate"
"Michigan","Montmorency County",2022-03-02,8,"substantial"
"Indiana","Johnson County",2022-03-02,5.04,"moderate"
"Indiana","Morgan County",2022-03-02,5.98,"substantial"
"Missouri","Cooper County",2022-03-02,5.49,"moderate"
"Kansas","Crawford County",2022-03-02,11.04,"high"
"Kansas","Lincoln County",2022-03-02,14.29,"high"
"Ohio","Portage County",2022-03-02,2.54,"substantial"
"Illinois","Hamilton County",2022-03-02,0.88,"substantial"
"Missouri","Macon County",2022-03-02,1.88,"substantial"
"Wisconsin","Sheboygan County",2022-03-02,4.69,"substantial"
"Indiana","Tipton County",2022-03-02,0.55,"moderate"
"Ohio","Fairfield County",2022-03-02,3.58,"substantial"
"Illinois","McDonough County",2022-03-02,3.27,"high"
"Illinois","Coles County",2022-03-02,1.87,"high"
"Indiana","Parke County",2022-03-02,7.58,"substantial"
"Nebraska","Hitchcock County",2022-03-02,3.6294571536429,"high"
"Kansas","Barber County",2022-03-02,35.48,"high"
"Ohio","Hocking County",2022-03-02,5.85,"high"
"South Dakota","Bennett County",2022-03-02,7.14,"high"
"Michigan","Grand Traverse County",2022-03-02,8.68,"high"
"South Dakota","Davison County",2022-03-02,7.86,"high"
"Missouri","Randolph County",2022-03-02,2.84,"substantial"
"South Dakota","Douglas County",2022-03-02,3.6294571536429,"low"
"Michigan","Presque Isle County",2022-03-02,8.38,"substantial"
"Illinois","Ford County",2022-03-02,1.18,"substantial"
"Ohio","Vinton County",2022-03-02,5.26,"substantial"
"Missouri","Knox County",2022-03-02,9.84,"high"
"Indiana","Sullivan County",2022-03-02,0.92,"moderate"
"North Dakota","Foster County",2022-03-02,0,"low"
"Ohio","Pickaway County",2022-03-02,2.64,"substantial"
"Kansas","Bourbon County",2022-03-02,2.16,"substantial"
"Kansas","Sheridan County",2022-03-02,3.6294571536429,"high"
"Kansas","Ellsworth County",2022-03-02,4.26,"moderate"
"Wisconsin","Calumet County",2022-03-02,4.08,"substantial"
"Minnesota","Dodge County",2022-03-02,6.08,"high"
"Ohio","Cuyahoga County",2022-03-02,2.51,"moderate"
"Minnesota","Mille Lacs County",2022-03-02,3.29,"high"
"Nebraska","Sioux County",2022-03-02,3.6294571536429,"low"
"North Dakota","Wells County",2022-03-02,3.6294571536429,"high"
"Minnesota","Fillmore County",2022-03-02,3.28,"high"
"Minnesota","Kanabec County",2022-03-02,2.21,"moderate"
"Nebraska","Kimball County",2022-03-02,3.6294571536429,"high"
"Michigan","Leelanau County",2022-03-02,7.41,"substantial"
"North Dakota","Stutsman County",2022-03-02,2.61,"high"
"South Dakota","Hanson County",2022-03-02,3.6294571536429,"moderate"
"Missouri","Livingston County",2022-03-02,5.39,"high"
"Missouri","Shelby County",2022-03-02,3.57,"high"
"Illinois","Macoupin County",2022-03-02,3.05,"high"
"Illinois","Schuyler County",2022-03-02,1.06,"low"
"Nebraska","Rock County",2022-03-02,3.6294571536429,"low"
"Indiana","Cass County",2022-03-02,9.39,"high"
"Ohio","Coshocton County",2022-03-02,5.31,"moderate"
"Minnesota","Wabasha County",2022-03-02,2.17,"high"
"Missouri","Schuyler County",2022-03-02,8.89,"high"
"Nebraska","Nemaha County",2022-03-02,12.5,"high"
"Indiana","Vigo County",2022-03-02,7.94,"substantial"
"Michigan","Alcona County",2022-03-02,9.4,"substantial"
"Illinois","Logan County",2022-03-02,1.43,"high"
"Kansas","Mitchell County",2022-03-02,4.48,"moderate"
"Indiana","Dubois County",2022-03-02,7.43,"substantial"
"Illinois","Menard County",2022-03-02,2.67,"high"
"Indiana","Ripley County",2022-03-02,6.28,"moderate"
"Minnesota","Steele County",2022-03-02,3.91,"high"
"Illinois","Edwards County",2022-03-02,3.23,"low"
"Nebraska","Cheyenne County",2022-03-02,64.29,"high"
"South Dakota","Brule County",2022-03-02,5.56,"substantial"
"Illinois","Champaign County",2022-03-02,1.32,"substantial"
"Kansas","Jewell County",2022-03-02,0,"low"
"Ohio","Ashtabula County",2022-03-02,4.4,"substantial"
"Indiana","Vermillion County",2022-03-02,5.45,"substantial"
"Ohio","Morgan County",2022-03-02,13.04,"high"
"Missouri","Putnam County",2022-03-02,4,"high"
"Ohio","Franklin County",2022-03-02,3.68,"substantial"
"Illinois","Montgomery County",2022-03-02,1.73,"high"
"Illinois","White County",2022-03-02,2.22,"high"
"Missouri","Chariton County",2022-03-02,1.59,"high"
"Nebraska","Brown County",2022-03-02,3.6294571536429,"low"
"Indiana","Switzerland County",2022-03-02,3.77,"substantial"
"Wisconsin","Ozaukee County",2022-03-02,3.64,"substantial"
"Ohio","Knox County",2022-03-02,3.11,"moderate"
"Illinois","LaSalle County",2022-03-02,1.74,"high"
"South Dakota","McCook County",2022-03-02,4.76,"substantial"
"Minnesota","Rock County",2022-03-02,4.11,"substantial"
"Missouri","Polk County",2022-03-02,5.45,"moderate"
"Nebraska","Dawson County",2022-03-02,20,"high"
"Missouri","Greene County",2022-03-02,6.29,"substantial"
"Missouri","Hickory County",2022-03-02,8.89,"substantial"
"Michigan","Schoolcraft County",2022-03-02,12.5,"high"
"South Dakota","Haakon County",2022-03-02,3.6294571536429,"low"
"Kansas","Sedgwick County",2022-03-02,4.58,"substantial"
"Kansas","Rice County",2022-03-02,29.11,"high"
"Kansas","Marshall County",2022-03-02,6.67,"moderate"
"Michigan","Lenawee County",2022-03-02,3.88,"substantial"
"Missouri","Buchanan County",2022-03-02,5.35,"substantial"
"Kansas","Sumner County",2022-03-02,5.56,"high"
"Ohio","Morrow County",2022-03-02,6.45,"moderate"
"Illinois","Washington County",2022-03-02,2.01,"substantial"
"South Dakota","Lake County",2022-03-02,0,"moderate"
"Nebraska","Gosper County",2022-03-02,3.6294571536429,"low"
"Wisconsin","Bayfield County",2022-03-02,2.92,"high"
"Kansas","Wyandotte County",2022-03-02,4.86,"substantial"
"Wisconsin","Marinette County",2022-03-02,2.37,"substantial"
"Ohio","Union County",2022-03-02,3.41,"substantial"
"Missouri","Texas County",2022-03-02,6.25,"substantial"
"Missouri","Dallas County",2022-03-02,6,"substantial"
"Missouri","Worth County",2022-03-02,14.29,"high"
"South Dakota","Hughes County",2022-03-02,7.69,"high"
"Nebraska","Thayer County",2022-03-02,0,"low"
"Minnesota","McLeod County",2022-03-02,7.02,"high"
"Minnesota","Wright County",2022-03-02,4.39,"substantial"
"Minnesota","Pipestone County",2022-03-02,6.02,"substantial"
"Kansas","Franklin County",2022-03-02,7.9,"substantial"
"Missouri","Madison County",2022-03-02,2.14,"high"
"Michigan","Luce County",2022-03-02,23.33,"high"
"Indiana","Montgomery County",2022-03-02,3.63,"substantial"
"South Dakota","Jones County",2022-03-02,3.6294571536429,"low"
"Wisconsin","Racine County",2022-03-02,3.56,"substantial"
"Minnesota","Scott County",2022-03-02,4.27,"substantial"
"South Dakota","Miner County",2022-03-02,3.6294571536429,"low"
"Wisconsin","Juneau County",2022-03-02,3.9,"substantial"
"Ohio","Mahoning County",2022-03-02,3.96,"moderate"
"Missouri","Laclede County",2022-03-02,3.65,"substantial"
"Nebraska","Kearney County",2022-03-02,3.6294571536429,"low"
"North Dakota","Eddy County",2022-03-02,10.53,"high"
"Kansas","Cheyenne County",2022-03-02,0,"low"
"Wisconsin","Ashland County",2022-03-02,5.82,"high"
"Missouri","Webster County",2022-03-02,4.04,"substantial"
"Kansas","Doniphan County",2022-03-02,1.82,"moderate"
"Kansas","Stafford County",2022-03-02,7.14,"substantial"
"Minnesota","Clearwater County",2022-03-02,3.03,"substantial"
"Missouri","Lawrence County",2022-03-02,4.75,"substantial"
"Wisconsin","Kenosha County",2022-03-02,4.13,"substantial"
"Illinois","Putnam County",2022-03-02,1.01,"moderate"
"Kansas","Anderson County",2022-03-02,7.58,"high"
"Michigan","Jackson County",2022-03-02,5.03,"substantial"
"Michigan","Iron County",2022-03-02,9.4,"substantial"
"Wisconsin","Portage County",2022-03-02,6.5,"substantial"
"South Dakota","Ziebach County",2022-03-02,5.56,"moderate"
"Ohio","Trumbull County",2022-03-02,4.7,"substantial"
"Nebraska","Buffalo County",2022-03-02,9.59,"substantial"
"Kansas","Washington County",2022-03-02,4.76,"moderate"
"South Dakota","Lincoln County",2022-03-02,1.51,"moderate"
"Michigan","Alger County",2022-03-02,11.63,"high"
"Wisconsin","Adams County",2022-03-02,5.54,"substantial"
"Ohio","Crawford County",2022-03-02,4.81,"high"
"Nebraska","Sherman County",2022-03-02,3.6294571536429,"high"
"Wisconsin","Washington County",2022-03-02,3.75,"substantial"
"Minnesota","Carver County",2022-03-02,6.16,"high"
"Kansas","Miami County",2022-03-02,3.17,"substantial"
"Michigan","Branch County",2022-03-02,5.03,"substantial"
"South Dakota","Union County",2022-03-02,22.5,"high"
"Missouri","Dade County",2022-03-02,1.69,"substantial"
"Missouri","Harrison County",2022-03-02,4.4,"high"
"Kansas","Marion County",2022-03-02,6.41,"substantial"
"Kansas","Leavenworth County",2022-03-02,7.91,"high"
"Kansas","Cowley County",2022-03-02,0.42,"substantial"
"Indiana","Starke County",2022-03-02,6.82,"substantial"
"Illinois","Livingston County",2022-03-02,0.88,"high"
"Minnesota","Le Sueur County",2022-03-02,6.22,"high"
"Kansas","Harvey County",2022-03-02,4.93,"substantial"
"Michigan","Hillsdale County",2022-03-02,10.1,"high"
"Nebraska","Fillmore County",2022-03-02,20,"high"
"Kansas","Douglas County",2022-03-02,5.6,"substantial"
"Wisconsin","Price County",2022-03-02,9.26,"high"
"Indiana","LaPorte County",2022-03-02,2.38,"moderate"
"Michigan","Marquette County",2022-03-02,12.11,"high"
"Missouri","Nodaway County",2022-03-02,10.95,"high"
"Kansas","Reno County",2022-03-02,7.87,"substantial"
"Missouri","Barry County",2022-03-02,6.9,"substantial"
"Minnesota","Sibley County",2022-03-02,14.29,"high"
"South Dakota","Turner County",2022-03-02,0,"moderate"
"Missouri","Andrew County",2022-03-02,5.37,"substantial"
